id,articleType,baseColour,season,usage,productDisplayName,image,masterCategory,gender,subCategory
311,Handbags,Brown,Summer,Casual,Baggit Women Faltu Taj Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/007fbebd13437c65fb57c1653ed6159f_images.jpg,Accessories,Women,Bags
312,Handbags,Black,Winter,Casual,Murcia Women Lambretta Green Black Handbags,http://assets.myntassets.com/v1/images/style/properties/60a2ce23caf7e527145893c5d7a48d58_images.jpg,Accessories,Women,Bags
313,Handbags,Black,Winter,Casual,Fastrack Women Leatherette Black Sling Bag,http://assets.myntassets.com/v1/images/style/properties/fbaee0be73c47dbfd72be29e0da3b34b_images.jpg,Accessories,Women,Bags
314,Handbags,Pink,Fall,Casual,Baggit Women Pink Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Pink-Bag_ab6c893f356625ebaabbbb6cfcd2f101_images.jpg,Accessories,Women,Bags
315,Handbags,Brown,Winter,Casual,Lino Perros Women Golden Strap Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/4459e37b847a5bc585f65ca0b6b7d5e0_images.jpg,Accessories,Women,Bags
316,Handbags,Blue,Winter,Casual,Lino Perros Women Leatherette Blue & Black Handbag,http://assets.myntassets.com/v1/images/style/properties/1f32d30e03797d35b2d4ffc105d71925_images.jpg,Accessories,Women,Bags
317,Handbags,Blue,Winter,Casual,Murcia Women Casual Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/74b39eab1f699d2bd24efdd259a95f33_images.jpg,Accessories,Women,Bags
318,Handbags,Olive,Winter,Casual,Fastrack Women Olive Handbag,http://assets.myntassets.com/v1/images/style/properties/1f4e24f0f883d13dcfc77a460242d64c_images.jpg,Accessories,Women,Bags
319,Handbags,Black,Winter,Casual,Lino Perros Women Classic Black  Handbag,http://assets.myntassets.com/v1/images/style/properties/01c37d060443bf4733d9d6d67749c556_images.jpg,Accessories,Women,Bags
320,Handbags,White,Winter,Casual,Fastrack White Printed Tote Bag,http://assets.myntassets.com/v1/images/style/properties/c6fc1bf33ac033591dd714bcbe40d25d_images.jpg,Accessories,Women,Bags
321,Handbags,Black,Winter,Casual,Kiara Women Square Design Black Handbag,http://assets.myntassets.com/v1/images/style/properties/ac7e68973951f9838fd2b49744a1ca8b_images.jpg,Accessories,Women,Bags
322,Handbags,Green,Summer,Casual,Puma Women Core Jam Shopper Green Bag,http://assets.myntassets.com/v1/images/style/properties/303ac8ee7baf02092469ddaf6b422f22_images.jpg,Accessories,Women,Bags
323,Handbags,Black,Winter,Casual,Lino Perros Women Polka Black Handbag,http://assets.myntassets.com/v1/images/style/properties/1cd62461422d78cb862c7a451c3ab560_images.jpg,Accessories,Women,Bags
324,Handbags,Olive,Summer,Casual,Baggit Women Olive Handbag,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Olive-Handbag_639e077dc533b41b2c332b3c8d9cf81b_images.jpg,Accessories,Women,Bags
325,Handbags,Navy Blue,Winter,Casual,Lino Perros Women Navy Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherite-Navy-Blue-Handbagb4a113b5d84f588e9944a96a28cebea5_images.jpg,Accessories,Women,Bags
326,Handbags,Red,Summer,Casual,Murcia Women Red Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Red-Handbag_7ea8c1514dd410e308c26e274cd8f94a_images.jpg,Accessories,Women,Bags
327,Handbags,Purple,Winter,Casual,Baggit Women Gumboot Camlincrush Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/660a5042147f17045072cd369c47de14_images.jpg,Accessories,Women,Bags
328,Handbags,White,Summer,Casual,Be For Bag Women Pack of 3 Bag,http://assets.myntassets.com/v1/images/style/properties/4db82d9e67c95a1e60ef9548eb7d20e5_images.jpg,Accessories,Women,Bags
329,Handbags,Brown,Fall,Casual,Fiorelli Women Chocolate Brown Leather Handbag,http://assets.myntassets.com/v1/images/style/properties/65bab051f6c6d8c490d1038539bb171b_images.jpg,Accessories,Women,Bags
330,Handbags,Purple,Summer,Casual,Baggit Women Purple Bag,http://assets.myntassets.com/v1/images/style/properties/196402c324ed1a864d58767570cb82f8_images.jpg,Accessories,Women,Bags
331,Handbags,Mustard,Summer,Casual,Nyk Women Mustard Biker Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Nyk-Women-Mustard-Biker-Sling-Bag_7db8f79f2b2fd4cf57ff7a8d309d89cc_images.jpg,Accessories,Women,Bags
332,Handbags,Brown,Summer,Casual,Lino Perros Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherette-Brown-Handbag_3ae33c1268e6cf973a462294305176f4_images.jpg,Accessories,Women,Bags
333,Handbags,Pink,Spring,Sports,ADIDAS Pink Women Bag,http://assets.myntassets.com/v1/images/style/properties/b1dcce196849b6334e40394fb3a90846_images.jpg,Accessories,Women,Bags
334,Handbags,Black,Fall,Casual,Fiorelli Women Black Leather Handbag,http://assets.myntassets.com/v1/images/style/properties/8d355656ec4b4c3fd833baab5100479c_images.jpg,Accessories,Women,Bags
335,Handbags,Green,Summer,Casual,Lino Perros Women Green Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Olive-Handbag_0578ad674eb68655f2dc8eb7850f749f_images.jpg,Accessories,Women,Bags
336,Handbags,Teal,Fall,Casual,Baggit Women Teal Sling Bag,http://assets.myntassets.com/v1/images/style/properties/9f15c6aa9dc02c1c1b537460f98b4e20_images.jpg,Accessories,Women,Bags
337,Handbags,White,Summer,Casual,Nyk Women White Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Nyk-Women-White-Sling-Bag_f153a21a2ffa030a2153c05e8ec26cd2_images.jpg,Accessories,Women,Bags
338,Handbags,Pink,Summer,Casual,Kiara Women Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/2112c13a592e093afa1a35e5ef879ff8_images.jpg,Accessories,Women,Bags
339,Handbags,Red,Summer,Casual,Ivory Tag Plaided Medley Red Handbag,http://assets.myntassets.com/v1/images/style/properties/Ivory-Tag-Women-Red-Handbag_821aa07267f0df3ab33fa7447db1445f_images.jpg,Accessories,Women,Bags
340,Handbags,Blue,Winter,Casual,Baggit Women Kool Excel Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/f4fbcf225338f123cc3c2c0377b475ce_images.jpg,Accessories,Women,Bags
341,Handbags,Beige,Summer,Casual,Rocia Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/0dfa9c919223eac7502acfbfb5b209a9_images.jpg,Accessories,Women,Bags
342,Handbags,Red,Summer,Casual,Lino Perros Women Red & Grey Checks Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Check-Red-Handbag92e19891f92aad368e889d4eb77b07a8_images.jpg,Accessories,Women,Bags
343,Handbags,Beige,Summer,Casual,Baggit Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Khaki-Taker-Jhuti-Handbag_037926e5dda30395811dd9e980eb7ea4_images.jpg,Accessories,Women,Bags
344,Handbags,Maroon,Fall,Casual,Hidekraft Women Leather Maroon Handbags,http://assets.myntassets.com/v1/images/style/properties/0cd83633bada930b9654965419ddcdca_images.jpg,Accessories,Women,Bags
345,Handbags,Purple,Summer,Casual,Baggit Women Purple Bag,http://assets.myntassets.com/v1/images/style/properties/3d79709119aa7758c772be935870eb94_images.jpg,Accessories,Women,Bags
346,Handbags,Bronze,Summer,Casual,Spice Art Women Leatherette Bronze Handbag,http://assets.myntassets.com/v1/images/style/properties/a8e65fb9bdad766100ff8aaaa67406e6_images.jpg,Accessories,Women,Bags
347,Handbags,Black,Fall,Casual,Puma Women Core Lite Shopper Black Bags,http://assets.myntassets.com/v1/images/style/properties/24abbed79897f303ce5629c0244fa0b3_images.jpg,Accessories,Women,Bags
348,Handbags,Black,Summer,Casual,Lino Perros Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Black-Handbag_055e6203e32f2dddda0537e1c50d9c0c_images.jpg,Accessories,Women,Bags
349,Handbags,Tan,Summer,Casual,Lino Perros Women Leatherette Tan Handbag,http://assets.myntassets.com/v1/images/style/properties/5f4888d1279b6291bb8cdb233086385a_images.jpg,Accessories,Women,Bags
350,Handbags,Lavender,Winter,Casual,Murcia Women Lavender Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Lavender-Handbag_f0ab45496217ab4c3edabdb4e2b1b740_images.jpg,Accessories,Women,Bags
351,Handbags,Brown,Winter,Casual,Murcia Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/cb0e0e343ce78f7f2b8e6091da443d25_images.jpg,Accessories,Women,Bags
352,Handbags,Brown,Winter,Casual,Baggit Women Turnoff Taj Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/8140ecd7a96d2c4afc63ff95460af512_images.jpg,Accessories,Women,Bags
353,Handbags,Beige,Summer,Casual,Baggit Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/336febeccd8f2c5be697db8fa5be674f_images.jpg,Accessories,Women,Bags
354,Handbags,Black,Fall,Casual,Fiorelli Women Black Leather Handbag,http://assets.myntassets.com/v1/images/style/properties/965f55f4302ffcb00959cfd753474f7c_images.jpg,Accessories,Women,Bags
355,Handbags,Black,Winter,Casual,Fastrack Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/ec59700c5045a93bab960e7f49145a4e_images.jpg,Accessories,Women,Bags
356,Handbags,Brown,Summer,Casual,Bulchee Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/1a4759849c0c42ad311d68b77a6d6048_images.jpg,Accessories,Women,Bags
357,Handbags,Black,Winter,Casual,Murcia Women Black Black Handbags,http://assets.myntassets.com/v1/images/style/properties/5f1b513183e1ff2f9ae501ba591a31ae_images.jpg,Accessories,Women,Bags
358,Handbags,White,Fall,Casual,Puma Women Ferrari LS Shopper White Handbags,http://assets.myntassets.com/v1/images/style/properties/b7254d4f714f8fe2257b6caddc2501b7_images.jpg,Accessories,Women,Bags
359,Handbags,Orange,Summer,Casual,Kiara Women Orange Handbag,http://assets.myntassets.com/v1/images/style/properties/b9cf62713fce98ff20db35a5acd15f87_images.jpg,Accessories,Women,Bags
360,Handbags,Purple,Summer,Casual,Lino Perros Women Sporty Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/d7ed0787e767c0ddaed69dc247b68dea_images.jpg,Accessories,Women,Bags
361,Handbags,Beige,Summer,Casual,Lino Perros Women Canvas Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Canvas-Beige-Handbagcab90ce779a141483775f41ac4a00da2_images.jpg,Accessories,Women,Bags
362,Handbags,Red,Summer,Casual,Paridhan Women Red Handbag,http://assets.myntassets.com/v1/images/style/properties/710915d9b2ebc80e292539545a0ab827_images.jpg,Accessories,Women,Bags
363,Handbags,Brown,Winter,Casual,Baggit Women Brown Map Taj Handbag,http://assets.myntassets.com/v1/images/style/properties/403d6aede9612cd00710ee05b393021d_images.jpg,Accessories,Women,Bags
364,Handbags,Purple,Winter,Casual,Murcia Women Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/8455720bf5a3c3f2fcb3ae2a28dfe553_images.jpg,Accessories,Women,Bags
365,Handbags,Black,Summer,Casual,Be For Bag Women Pack of 3 Bag,http://assets.myntassets.com/v1/images/style/properties/83e580f5adda866ef45af381a7e76086_images.jpg,Accessories,Women,Bags
366,Handbags,Red,Summer,Casual,Murcia Women Red Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Red-Handbag_643b0a6a8529916ec50a100b44ab983a_images.jpg,Accessories,Women,Bags
367,Handbags,Black,Summer,Casual,Kiara Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/3ac12899142b248c42108045fc9cbc50_images.jpg,Accessories,Women,Bags
368,Handbags,Beige,Summer,Casual,Lino Perros Women Leatherite Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/64cc6db298d59e824e2cac2f67e80c99_images.jpg,Accessories,Women,Bags
369,Handbags,Black,Winter,Casual,Fastrack Women Black Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-Black-Sling-Bag_c86b8a0fb07ab7fcca1c15e4d5f28797_images.jpg,Accessories,Women,Bags
370,Handbags,Brown,Summer,Casual,Lino Perros Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Brown-Handbag_fcf5202b302a13017d2a5c2d8e837297_images.jpg,Accessories,Women,Bags
371,Handbags,Grey,Summer,Casual,Kiara Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/5826d28ad8e1c31931c4f69c666e1557_images.jpg,Accessories,Women,Bags
372,Handbags,Lavender,Summer,Casual,Nyk Women Lavender Abelia Handbag,http://assets.myntassets.com/v1/images/style/properties/Nyk-Women-Lavender-Abelia-Handbag_afd386fa4ad644e9bb29a758fbc68d94_images.jpg,Accessories,Women,Bags
373,Handbags,Brown,Summer,Casual,Ivory Tag Dazzling Rossete Brown Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Ivory-Tag-Women-brown-Sling-Bag_31c79360d7b44f15bb7b367f2af88e53_images.jpg,Accessories,Women,Bags
374,Handbags,Brown,Summer,Casual,Kiara Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/8cd2ff73ad5939dda6d2389066e4c453_images.jpg,Accessories,Women,Bags
375,Handbags,Beige,Summer,Casual,Kiara Women Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/864a3605ad4f06887bbfecbe85672c7b_images.jpg,Accessories,Women,Bags
376,Handbags,Brown,Summer,Casual,Be For Bag Women Zoli Brown Bag,http://assets.myntassets.com/v1/images/style/properties/5d1679d625158b6ccc2785848c1ff359_images.jpg,Accessories,Women,Bags
377,Handbags,Grey,Winter,Casual,Murcia Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Grey-Handbag749cc6db2dabb658258048cb6f4b8866_images.jpg,Accessories,Women,Bags
378,Handbags,Beige,Winter,Casual,Lino Perros Women Beige and Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Stripes-Beige-Handbag_8146ecd3f660189b9348d8b293649823_images.jpg,Accessories,Women,Bags
379,Handbags,Brown,Summer,Casual,Hidekraft Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/f140928af7d0edb559deb79f228721d6_images.jpg,Accessories,Women,Bags
380,Handbags,Olive,Summer,Casual,Lino Perros Women Small Olive Handbag,http://assets.myntassets.com/v1/images/style/properties/6adfbdcd102e5d3aaf72afb4346117a7_images.jpg,Accessories,Women,Bags
381,Handbags,Black,Summer,Casual,Kiara Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Kiara-Women-Black-Handbag_dbebf2c107fd31671a9e23512498b833_images.jpg,Accessories,Women,Bags
382,Handbags,Purple,Fall,Casual,Puma Women Avenue Shopper Purple Bag,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Avenue-Shopper-Purple-Bags671d560faf191c8a67e2bc14daa1e432_images.jpg,Accessories,Women,Bags
383,Handbags,Black,Winter,Casual,Fastrack Blue Printed Tote Bag,http://assets.myntassets.com/v1/images/style/properties/ddb24385fee4d3400c8a44733954366f_images.jpg,Accessories,Women,Bags
384,Handbags,Blue,Winter,Casual,Lino Perros Women Blue & Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Blue-Handbag_5bd6d5a222fd10c480dabf152979504d_images.jpg,Accessories,Women,Bags
385,Handbags,Black,Winter,Casual,Lino Perros Women Flower Black Handbag,http://assets.myntassets.com/v1/images/style/properties/62cb06e2a01876241c4cf5bdcf2ee8e6_images.jpg,Accessories,Women,Bags
386,Handbags,Purple,Summer,Casual,Baggit Women Purple Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Purple-Sling-Bag_2488361cd28b0e188b2c3bf0800b7d64_images.jpg,Accessories,Women,Bags
387,Handbags,Black,Winter,Casual,Fastrack Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/5affc9ac28372ce5d35860e83cdb8fd9_images.jpg,Accessories,Women,Bags
388,Handbags,Black,Winter,Casual,Lino Perros Women Classic Black Handbag,http://assets.myntassets.com/v1/images/style/properties/bac559d5d8078e71fcdfed432b263634_images.jpg,Accessories,Women,Bags
389,Handbags,Olive,Summer,Casual,Lino Perros Women Olive Bag,http://assets.myntassets.com/v1/images/style/properties/6dad07a6d858f605e5e02bfa54125dd6_images.jpg,Accessories,Women,Bags
390,Handbags,Black,Winter,Casual,Murcia Women Casual Black Handbag,http://assets.myntassets.com/v1/images/style/properties/2e47229a994accf262dfa9ee445a259a_images.jpg,Accessories,Women,Bags
391,Handbags,Navy Blue,Winter,Casual,Pieces Women Navy Blue Zaki Handbag,http://assets.myntassets.com/v1/images/style/properties/Pieces-Women-Blue-Bag_a90ff10fafa14ff2ed4190a0577e5b80_images.jpg,Accessories,Women,Bags
392,Handbags,Red,Summer,Casual,Murcia Women Red Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Red-Handbag_f1843f7eab7466ba98633221cfdf77d1_images.jpg,Accessories,Women,Bags
393,Handbags,Black,Winter,Casual,Kiara Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/2505e2294ae03f3125df3a4c2e5a3f09_images.jpg,Accessories,Women,Bags
394,Handbags,White,Summer,Casual,Kiara Women White Handbag,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-White-Handbag_fd8f90c7c3bd7556f62f3170fc3c01e3_images.jpg,Accessories,Women,Bags
395,Handbags,Black,Winter,Casual,Murcia Women Lambretta Black Green Handbags,http://assets.myntassets.com/v1/images/style/properties/ed12ed76c238737317f5c7c5269d243b_images.jpg,Accessories,Women,Bags
396,Handbags,Maroon,Winter,Casual,Murcia Women  Marron Handbag,http://assets.myntassets.com/v1/images/style/properties/c702f60b29d25b90beb113f1e1e55014_images.jpg,Accessories,Women,Bags
397,Handbags,Beige,Winter,Casual,Lino Perros Women Leatherette Beige Handbag,http://assets.myntassets.com/v1/images/style/properties/e99c82a2fc269f2ea434a0ccd5e9d708_images.jpg,Accessories,Women,Bags
398,Handbags,Purple,Fall,Casual,Baggit Women Purple Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Baggit-Women-Purple-Handbag_2967a0fd008c2b5c6e9f60b4d1720383_images.jpg,Accessories,Women,Bags
399,Handbags,Black,Winter,Casual,Lino Perros Women Polka Black Handbag,http://assets.myntassets.com/v1/images/style/properties/4a9b093b0ca475992ab55b436fa3eab4_images.jpg,Accessories,Women,Bags
400,Handbags,Red,Winter,Casual,Fastrack Women Red Handbag,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-Red-Black-Handbag_063ba59766245340b4e55d5e1f01d69f_images.jpg,Accessories,Women,Bags
401,Handbags,Brown,Winter,Casual,Lino Perros Women Leatherette Light Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/b97db3c9a0bc675e642545799f53f413_images.jpg,Accessories,Women,Bags
402,Handbags,Mustard,Winter,Casual,Kiara Women Mustard Leatherite Handbag,http://assets.myntassets.com/v1/images/style/properties/543c4ddeaaf6a2e2c540ca02399e0303_images.jpg,Accessories,Women,Bags
403,Handbags,Black,Summer,Casual,Murcia Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Black-Handbag_7cedcc6b53ed86cf65ffcee91be6829c_images.jpg,Accessories,Women,Bags
404,Handbags,Brown,Summer,Casual,Nyk Women Brown Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Nyk-Women-Brown-Sling-Bag_b9547b07b43810f298b78f5fcdc8804f_images.jpg,Accessories,Women,Bags
405,Handbags,Pink,Winter,Casual,Lino Perros Women Leatherette Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/5a38785817030ab3cebf3009e02a5ea1_images.jpg,Accessories,Women,Bags
406,Handbags,Brown,Summer,Casual,Kiara Women Camel Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-Camel-Brown-Handbag_6414e648fd937e44a4ef67dfe7ea28cd_images.jpg,Accessories,Women,Bags
407,Handbags,Brown,Summer,Casual,United Colors of Benetton Women Solid Coffee Brown Handbags,http://assets.myntassets.com/v1/images/style/properties/7d3d0efd945b3d91b2d006081b276b0f_images.jpg,Accessories,Women,Bags
408,Handbags,Red,Summer,Casual,Murcia Women Red & Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Red---Black-Handbag_00856496f5c3b85af05aea191363d3a2_images.jpg,Accessories,Women,Bags
409,Handbags,Purple,Winter,Casual,Baggit Women Penguin Baby Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/f301739b8aa1eb911e397f7d484c37d3_images.jpg,Accessories,Women,Bags
410,Handbags,Blue,Winter,Casual,Murcia Women Casual Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/e2491de3dc18d02313f58db2d4d73ed1_images.jpg,Accessories,Women,Bags
411,Handbags,Blue,Winter,Casual,Lino Perros Women Leatherette Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/c101ec37e834fd056ef0ec9692d7030a_images.jpg,Accessories,Women,Bags
412,Handbags,Black,Summer,Casual,Rocia Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/d9f5c309bff925d35db77e78047f0ab2_images.jpg,Accessories,Women,Bags
413,Handbags,Blue,Winter,Casual,Lino Perros Women Polka Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/b0261cdd97e4ff3ff2b007f4651f59bf_images.jpg,Accessories,Women,Bags
414,Handbags,Red,Summer,Casual,Rocia Women Red Handbag,http://assets.myntassets.com/v1/images/style/properties/0ead1c74840893a17cd6dc7faf3a824a_images.jpg,Accessories,Women,Bags
415,Handbags,Purple,Summer,Casual,Kiara Women Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/KIARA-Women-Purple-Handbag_dcde1ab3c7f8e1c411f54ea400d55d5f_images.jpg,Accessories,Women,Bags
416,Handbags,Grey,Summer,Casual,United Colors of Benetton Grey  Handbag,http://assets.myntassets.com/v1/images/style/properties/cf1abec55c88835acb73c087c883e20f_images.jpg,Accessories,Women,Bags
417,Handbags,Brown,Summer,Casual,Rocia Women Brown Handbag,http://assets.myntassets.com/v1/images/style/properties/91de9d74e3adea7dd486e151c6c69acd_images.jpg,Accessories,Women,Bags
418,Handbags,Black,Winter,Casual,Lino Perros Women Classic Black  Handbag,http://assets.myntassets.com/v1/images/style/properties/1fbc5c91ce404b6f8b94308f228fc10c_images.jpg,Accessories,Women,Bags
419,Handbags,Black,Winter,Casual,Murcia Women Casual Black Handbag,http://assets.myntassets.com/v1/images/style/properties/7a4b2dee3dadc189c40432fdff046314_images.jpg,Accessories,Women,Bags
420,Handbags,Purple,Winter,Casual,Lino Perros Women Classic Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Classic-Purple-Handbagfd257f29a2b2f7c0fe5b1ff5c7f2efad_images.jpg,Accessories,Women,Bags
421,Handbags,Black,Winter,Casual,Murcia Women Leather Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Leather-Black-Handbagb6a3361c0bff9737b64d1e1db3002f8a_images.jpg,Accessories,Women,Bags
422,Handbags,Brown,Winter,Casual,Baggit Women Brown Babe Opart Handbag,http://assets.myntassets.com/v1/images/style/properties/59bc31a5a533d472371c62673ad2db84_images.jpg,Accessories,Women,Bags
423,Handbags,Blue,Summer,Travel,Geonaute Women Blue Outdoor Bag,http://assets.myntassets.com/v1/images/style/properties/ec98cf22cd608a2cfb38dfb0add76f7b_images.jpg,Accessories,Women,Bags
424,Handbags,Blue,Winter,Casual,Lino Perros Women Blue Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Blue-Handbag_7014175c94b68bcddccb347ad1b6e0f8_images.jpg,Accessories,Women,Bags
425,Handbags,Yellow,Winter,Casual,Fastrack Women Yellow Sling Bag,http://assets.myntassets.com/v1/images/style/properties/bc79f7df7c1e4fa8ab0fb142690c0a4e_images.jpg,Accessories,Women,Bags
426,Handbags,Red,Winter,Casual,Fastrack Women Red Sling Bag,http://assets.myntassets.com/v1/images/style/properties/775ce88e98d1e327379d852765067708_images.jpg,Accessories,Women,Bags
427,Handbags,Purple,Summer,Casual,Baggit Women Banjara Taj Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/ac6e6ac75ed5c182ad4706973e52ea12_images.jpg,Accessories,Women,Bags
428,Handbags,Purple,Summer,Casual,United Colors of Benetton Women Solid Purple Handbags,http://assets.myntassets.com/v1/images/style/properties/5b462cf48d4a7bcedc751380c1d4d9b0_images.jpg,Accessories,Women,Bags
429,Handbags,Black,Winter,Casual,Pieces Women Black Handbag,http://assets.myntassets.com/v1/images/style/properties/Pieces-Women-Black-Bag_9704f33d7c7a9148f3f88ce8fe5843cf_images.jpg,Accessories,Women,Bags
430,Handbags,Orange,Summer,Casual,Murcia Women Orange Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Orange-Handbag_445da26e84ae093b8fcd83fda76b5a35_images.jpg,Accessories,Women,Bags
431,Handbags,Pink,Winter,Casual,Lino Perros Women Pink Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherette-Pink-Handbaga64cc2b2da3a8a7bb8fe0fc576fefcb5_images.jpg,Accessories,Women,Bags
432,Handbags,Green,Winter,Casual,Kiara Women Buckel Green Handbag,http://assets.myntassets.com/v1/images/style/properties/e1140cb0d8208dd18a39d1c1606df47a_images.jpg,Accessories,Women,Bags
433,Handbags,Green,Winter,Casual,Fastrack Women Olive Handbag,http://assets.myntassets.com/v1/images/style/properties/2501d73a151716818ddeba486ce3e6cf_images.jpg,Accessories,Women,Bags
434,Handbags,Fluorescent Green,Summer,Casual,Nike Fluorescent Green Tote Bag,http://assets.myntassets.com/v1/images/style/properties/78abf2a1f6f842f457014726fa28e1ec_images.jpg,Accessories,Women,Bags
435,Handbags,Gold,Summer,Casual,Rocia Women Golden Handbag,http://assets.myntassets.com/v1/images/style/properties/Rocia-Women-Golden-Handbag_640f44345cbd8848e9059529c93baa1c_images.jpg,Accessories,Women,Bags
436,Handbags,Maroon,Winter,Casual,Spice Art Women Floral Pattern  Handbag,http://assets.myntassets.com/v1/images/style/properties/e713552f61c77302f296aed49a549e5f_images.jpg,Accessories,Women,Bags
437,Handbags,Grey,Winter,Casual,Lino Perros Women Leatherette Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Leatherette-Grey-Handbagd1935a36c5bf4c5b3696542a1a519c9f_images.jpg,Accessories,Women,Bags
438,Handbags,Red,Summer,Casual,Murcia Women Red Handbag,http://assets.myntassets.com/v1/images/style/properties/Murcia-Women-Red-Handbag_330aa85df5a4c91caf3a06ba4865b174_images.jpg,Accessories,Women,Bags
439,Handbags,Red,Summer,Casual,Stoln Women Red Handbag,http://assets.myntassets.com/v1/images/style/properties/39beeb81181697e2d7bded96bfa53d2c_images.jpg,Accessories,Women,Bags
440,Handbags,Grey,Summer,Casual,United Colors of Benetton Women Solid Grey Handbags,http://assets.myntassets.com/v1/images/style/properties/26c09422a1d28809f4d199f0ea01d6c4_images.jpg,Accessories,Women,Bags
441,Handbags,Grey,Summer,Casual,Kiara Women Grey Handbag,http://assets.myntassets.com/v1/images/style/properties/d847b5e15fef17ac7d64520c21b7040c_images.jpg,Accessories,Women,Bags
442,Handbags,Black,Winter,Casual,Baggit Women Albela Taj Black Handbag,http://assets.myntassets.com/v1/images/style/properties/258fb5996f6d3a0f9d6caa70dead0f75_images.jpg,Accessories,Women,Bags
443,Handbags,Black,Winter,Casual,Murcia Women Black Hobo Handbag,http://assets.myntassets.com/v1/images/style/properties/2f0731a13332ed332c14a37047164ea1_images.jpg,Accessories,Women,Bags
